"gisaid_epi_isl","Nextstrain_clade","pango_lineage"
"EPI_ISL_1191604","20H (Beta, V2)","B.1.351"
"EPI_ISL_2285178","20B","B.1.1"
"EPI_ISL_1827655","20B","B.1.1"
"EPI_ISL_1827675","20B","B.1.1"
"EPI_ISL_1811413","20B","B.1.1.519"
"EPI_ISL_1811464","20B","B.1.1.519"
"EPI_ISL_635550","20A","B.1.243"
"EPI_ISL_962662","20A","B.1.243"
"EPI_ISL_1302220","20B","B.1.1.519"
"EPI_ISL_2296064","20J (Gamma, V3)","P.4"
"EPI_ISL_1794698","21C (Epsilon)","B.1.429"
"EPI_ISL_1288316","20B","B.1.1.519"
"EPI_ISL_1288317","20A","B.1.243"
"EPI_ISL_1416547","20B","B.1.1.519"
"EPI_ISL_1060703","20B","B.1.1.432"
"EPI_ISL_1805487","21C (Epsilon)","B.1.429"
"EPI_ISL_1857226","20B","B.1.1.519"
"EPI_ISL_1857267","20B","B.1.1.519"
"EPI_ISL_2341013","20B","B.1.1.519"
"EPI_ISL_1279294","20B","B.1.1.222"
"EPI_ISL_1279614","20B","B.1.1.519"
"EPI_ISL_1585430","20A","B.1"
"EPI_ISL_1805476","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2296092","20J (Gamma, V3)","P.1"
"EPI_ISL_1288326","20B","B.1.1.519"
"EPI_ISL_1288307","20B","B.1.1.519"
"EPI_ISL_1424013","20B","B.1.1.222"
"EPI_ISL_1532247","20B","B.1.1.519"
"EPI_ISL_1857207","20B","B.1.1.519"
"EPI_ISL_955235","20A","B.1.189"
"EPI_ISL_1302355","20B","B.1.1.519"
"EPI_ISL_1824443","20B","B.1.1.519"
"EPI_ISL_1168644","20B","B.1.1.519"
"EPI_ISL_1262633","20B","B.1.1.519"
"EPI_ISL_1315515","20B","B.1.1.519"
"EPI_ISL_1558826","20B","B.1.1.519"
"EPI_ISL_1406113","20B","B.1.1.519"
"EPI_ISL_1005569","20B","B.1.1.222"
"EPI_ISL_424667","19B","A.5"
"EPI_ISL_2342999","21A (Delta)","B.1.617.2"
"EPI_ISL_1279506","20B","B.1.1.519"
"EPI_ISL_2091209","20B","B.1.1.519"
"EPI_ISL_2296067","20J (Gamma, V3)","P.4"
"EPI_ISL_1585508","20B","B.1.1.519"
"EPI_ISL_1585522","20B","B.1.1.519"
"EPI_ISL_1595604","20B","B.1.1.519"
"EPI_ISL_455432","19B","A.1"
"EPI_ISL_2091174","20B","B.1.1.222"
"EPI_ISL_2091194","20B","B.1.1.519"
"EPI_ISL_1416619","20B","B.1.1.519"
"EPI_ISL_1416419","20B","B.1.1.519"
"EPI_ISL_658899","20A","B.1.609"
"EPI_ISL_1302199","20A","B.1"
"EPI_ISL_1483073","20B","B.1.1.519"
"EPI_ISL_1821123","20B","B.1.1.519"
"EPI_ISL_1821149","20B","B.1.1.519"
"EPI_ISL_1238792","20B","B.1.1"
"EPI_ISL_2340980","20B","B.1.1.519"
"EPI_ISL_2340990","20B","B.1.1.519"
"EPI_ISL_2340863","20B","B.1.1.519"
"EPI_ISL_913951","20B","B.1.1"
"EPI_ISL_1288247","20B","B.1.1.519"
"EPI_ISL_1302264","20B","B.1.1.432"
"EPI_ISL_1585614","20B","B.1.1.519"
"EPI_ISL_1585615","20B","B.1.1.519"
"EPI_ISL_1558831","20B","P.2"
"EPI_ISL_1301710","20A","B.1.609"
"EPI_ISL_1008714","20J (Gamma, V3)","P.1"
"EPI_ISL_1324763","20B","P.2"
"EPI_ISL_1400298","20B","B.1.1.519"
"EPI_ISL_1405908","20A","B.1.239"
"EPI_ISL_1558799","21C (Epsilon)","B.1.429"
"EPI_ISL_1324758","20B","P.2"
"EPI_ISL_2341007","20B","B.1.1.519"
"EPI_ISL_1585535","20B","B.1.1.519"
"EPI_ISL_2091267","20B","B.1.1.519"
"EPI_ISL_2091281","21C (Epsilon)","B.1.429"
"EPI_ISL_1662100","20B","B.1.1.519"
"EPI_ISL_1288500","20B","B.1.1.519"
"EPI_ISL_1302236","20B","B.1.1.519"
"EPI_ISL_1302195","20B","B.1.1.519"
"EPI_ISL_1302252","20B","B.1.1.222"
"EPI_ISL_1416397","20B","B.1.1.519"
"EPI_ISL_2178756","20A","B.1.301"
"EPI_ISL_2231022","20B","B.1.1.519"
"EPI_ISL_1301709","20A","B.1.609"
"EPI_ISL_913928","20B","B.1.1.222"
"EPI_ISL_1054964","20B","B.1.1"
"EPI_ISL_1661521","20B","B.1.1.519"
"EPI_ISL_576276","20A","B.1"
"EPI_ISL_576277","20A","B.1.189"
"EPI_ISL_933668","20B","B.1.1.222"
"EPI_ISL_1399259","20B","B.1.1.519"
"EPI_ISL_2246829","21A (Delta)","B.1.617.2"
"EPI_ISL_2246830","21A (Delta)","B.1.617.2"
"EPI_ISL_2246831","21A (Delta)","B.1.617.2"
"EPI_ISL_2342991","20B","B.1.1.519"
"EPI_ISL_1288504","20B","B.1.1.519"
"EPI_ISL_1168592","20B","B.1"
"EPI_ISL_1651269","20B","B.1.1.519"
"EPI_ISL_1821148","20B","B.1.1.519"
"EPI_ISL_2158161","20B","B.1.1.519"
"EPI_ISL_2296094","20J (Gamma, V3)","P.1"
"EPI_ISL_493342","20A","B.1.609"
"EPI_ISL_1399274","20A","B.1.126"
"EPI_ISL_979328","20A","B.1"
"EPI_ISL_1091246","20B","B.1.1.432"
"EPI_ISL_961763","20A","B.1.396"
"EPI_ISL_1288168","20B","B.1.1.519"
"EPI_ISL_1301529","20A","B.1.609"
"EPI_ISL_1857255","20B","B.1.1.519"
"EPI_ISL_2091423","19B","A.2.5"
"EPI_ISL_1288328","20B","B.1.1.519"
"EPI_ISL_1288264","20B","B.1.1.519"
"EPI_ISL_1301643","20A","B.1"
"EPI_ISL_1416524","20B","B.1.1.519"
"EPI_ISL_1279423","20B","B.1.1.519"
"EPI_ISL_933667","20A","B.1"
"EPI_ISL_913946","20A","B.1"
"EPI_ISL_1301626","20A","B.1"
"EPI_ISL_1302401","20B","B.1.1.519"
"EPI_ISL_455456","19B","A.5"
"EPI_ISL_1337360","21C (Epsilon)","B.1.429"
"EPI_ISL_1912941","20A","B.1"
"EPI_ISL_2283720","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1365661","20B","B.1.1"
"EPI_ISL_1626821","20J (Gamma, V3)","P.1"
"EPI_ISL_2091225","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2091243","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2231494","20B","B.1.1.519"
"EPI_ISL_2296103","21C (Epsilon)","B.1.429"
"EPI_ISL_2026446","20B","B.1.1.519"
"EPI_ISL_1416446","20B","B.1.1.519"
"EPI_ISL_1288289","20B","B.1.1.519"
"EPI_ISL_1279299","20B","B.1.1.519"
"EPI_ISL_913933","20B","B.1.1.222"
"EPI_ISL_1060702","20A","B.1"
"EPI_ISL_1811432","20B","B.1.1.519"
"EPI_ISL_1811433","21B (Kappa)","B.1.617.1"
"EPI_ISL_1811475","20B","B.1.1.519"
"EPI_ISL_1301517","20A","B.1.36.10"
"EPI_ISL_2362697","20A","B.1.241"
"EPI_ISL_1585553","20B","B.1.1.519"
"EPI_ISL_1595607","20A","B.1"
"EPI_ISL_1301629","20C","B.1.446"
"EPI_ISL_1628609","20B","B.1.1.519"
"EPI_ISL_1054980","20A","B.1.243"
"EPI_ISL_1821193","20B","B.1.1.519"
"EPI_ISL_1585434","20B","B.1.1.519"
"EPI_ISL_2178728","20A","B.1"
"EPI_ISL_1424039","20B","B.1.1.519"
"EPI_ISL_1516789","20B","B.1.1.432"
"EPI_ISL_1912943","20A","B.1"
"EPI_ISL_2362695","20A","B.1"
"EPI_ISL_1091265","20A","B.1.609"
"EPI_ISL_2091182","20B","B.1.1.519"
"EPI_ISL_1351494","20B","B.1.1.222"
"EPI_ISL_1351498","20B","B.1.1.222"
"EPI_ISL_1351863","20B","B.1.1.519"
"EPI_ISL_1662200","20B","B.1.1.519"
"EPI_ISL_1288153","20B","B.1.1.519"
"EPI_ISL_1288251","20B","B.1.1.519"
"EPI_ISL_1288252","20B","B.1.1.519"
"EPI_ISL_1301622","20C","B.1"
"EPI_ISL_1416534","20B","B.1.1.519"
"EPI_ISL_1279539","20B","B.1.1.519"
"EPI_ISL_872099","20A","B.1.609"
"EPI_ISL_1301542","20A","B.1.609"
"EPI_ISL_913929","20A","B.1.243"
"EPI_ISL_1662201","20B","B.1.1.519"
"EPI_ISL_1302305","20A","B.1.36.10"
"EPI_ISL_1302260","20B","B.1.1.519"
"EPI_ISL_1279608","20B","B.1.1.519"
"EPI_ISL_1301479","20A","B.1.1"
"EPI_ISL_1626802","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1821152","20B","B.1.1.519"
"EPI_ISL_2343003","20C","B.1.128"
"EPI_ISL_1301690","20C","B.1.366"
"EPI_ISL_1821173","20B","B.1.1.519"
"EPI_ISL_1857264","20B","B.1.1.519"
"EPI_ISL_1585466","20G","B.1.596"
"EPI_ISL_516936","20B","B.1.1"
"EPI_ISL_1385804","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1385807","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1385811","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1135056","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1201507","20B","B.1.1.176"
"EPI_ISL_1219962","20A","B.1.160"
"EPI_ISL_1219949","20H (Beta, V2)","B.1.351.2"
"EPI_ISL_1219963","20A","B.1.160"
"EPI_ISL_1805958","20B","B.1.1.46"
"EPI_ISL_1805959","20B","B.1.1.46"
"EPI_ISL_1805961","20B","B.1.1.46"
"EPI_ISL_1805962","20B","B.1.1.46"
"EPI_ISL_1805933","20B","B.1.1.46"
"EPI_ISL_1805740","20B","B.1.1.349"
"EPI_ISL_1805717","20B","B.1.1.397"
"EPI_ISL_626627","20A","B.1"
"EPI_ISL_1805957","20B","B.1.1.46"
"EPI_ISL_459977","20B","B.1.1"
"EPI_ISL_1912937","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1913009","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1913067","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1913069","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1908158","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1909244","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1909251","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1905079","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1103576","20A","B.1"
"EPI_ISL_1116470","20B","B.1.1"
"EPI_ISL_978535","20A","B.1.528"
"EPI_ISL_887493","20B","B.1.1.375"
"EPI_ISL_964919","20B","B.1.1.375"
"EPI_ISL_964930","20H (Beta, V2)","B.1.351"
"EPI_ISL_964932","20H (Beta, V2)","B.1.351"
"EPI_ISL_1132819","20H (Beta, V2)","B.1.351"
"EPI_ISL_1132824","20H (Beta, V2)","B.1.351"
"EPI_ISL_1132826","20H (Beta, V2)","B.1.351"
"EPI_ISL_1132827","20H (Beta, V2)","B.1.351"
"EPI_ISL_1132828","20H (Beta, V2)","B.1.351"
"EPI_ISL_512844","19A","B.6"
"EPI_ISL_754068","20B","B.1.1.216"
"EPI_ISL_410301","19A","B"
"EPI_ISL_2171041","20B","B.1.1"
"EPI_ISL_2171267","21A (Delta)","B.1.617.2"
"EPI_ISL_1014542","20E (EU1)","B.1.177.81"
"EPI_ISL_413570","20B","B.1.1"
"EPI_ISL_1370954","20H (Beta, V2)","B.1.351"
"EPI_ISL_722619","20E (EU1)","B.1.177"
"EPI_ISL_1090136","20E (EU1)","B.1.177"
"EPI_ISL_1443480","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2365505","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1013910","20A","B.1.160"
"EPI_ISL_1090030","20E (EU1)","B.1.177.73"
"EPI_ISL_1791918","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2302907","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_523407","20A","B.1.8"
"EPI_ISL_523408","20A","B.1.8"
"EPI_ISL_1456957","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_722423","20A","B.1.258.21"
"EPI_ISL_1288055","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2302482","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_483060","20A","B.1"
"EPI_ISL_548104","20A","B.1.36"
"EPI_ISL_547977","20D","C.12"
"EPI_ISL_547995","20D","C.12"
"EPI_ISL_548020","20D","C.12"
"EPI_ISL_548054","20D","C.12"
"EPI_ISL_548064","20D","C.12"
"EPI_ISL_548070","20D","C.12"
"EPI_ISL_579075","20B","B.1.1"
"EPI_ISL_622795","20C","B.1.369"
"EPI_ISL_622799","19A","B.6"
"EPI_ISL_579090","20C","B.1"
"EPI_ISL_622805","20B","B.1.1"
"EPI_ISL_622806","20B","B.1.1"
"EPI_ISL_622772","20A","B.1.160"
"EPI_ISL_622816","20B","B.1.1.243"
"EPI_ISL_622827","20B","B.1.1"
"EPI_ISL_622830","20B","B.1.1"
"EPI_ISL_637085","20A","B.1.36"
"EPI_ISL_637088","20A","B.1.438"
"EPI_ISL_637095","20E (EU1)","B.1.177.57"
"EPI_ISL_649124","20E (EU1)","B.1.177.20"
"EPI_ISL_649125","20A","B.1.36"
"EPI_ISL_707794","20B","N.4"
"EPI_ISL_755622","20G","B.1.2"
"EPI_ISL_413490","19A","B.4"
"EPI_ISL_456159","19A","B.31"
"EPI_ISL_456194","20B","B.1.1"
"EPI_ISL_456250","20A","B.1"
"EPI_ISL_456259","20A","B.1.8"
"EPI_ISL_456301","19A","B.35"
"EPI_ISL_456324","20C","B.1.369"
"EPI_ISL_456338","20A","B.1"
"EPI_ISL_456358","20A","B.1.91"
"EPI_ISL_579431","20B","B.1.1"
"EPI_ISL_579496","20A","B.1.91"
"EPI_ISL_579503","20A","B.1.91"
"EPI_ISL_548139","20B","B.1.1.317"
"EPI_ISL_548140","20B","B.1.1.317"
"EPI_ISL_548101","20D","C.12"
"EPI_ISL_1967894","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1967900","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_877212","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1016867","20H (Beta, V2)","B.1.351"
"EPI_ISL_1315317","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1904855","20J (Gamma, V3)","P.1"
"EPI_ISL_1967890","20A","B.1"
"EPI_ISL_1016851","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1082263","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1016879","20B","B.1.1.254"
"EPI_ISL_1016873","20H (Beta, V2)","B.1.351"
"EPI_ISL_1016878","20G","B.1.2"
"EPI_ISL_1082265","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1082262","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1082268","20B","B.1.1.374"
"EPI_ISL_1172032","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1172028","20B","B.1.1.317"
"EPI_ISL_1172031","20D","C.36"
"EPI_ISL_1172029","19A","B.6.8"
"EPI_ISL_1250697","20B","P.2"
"EPI_ISL_1250703","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1250705","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1250699","20J (Gamma, V3)","P.1"
"EPI_ISL_1315320","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1315314","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1315322","21B (Kappa)","B.1.617.1"
"EPI_ISL_1315324","20B","B.1.1.216"
"EPI_ISL_1315321","20B","B.1.1.216"
"EPI_ISL_1315316","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1315310","20B","R.1"
"EPI_ISL_1315325","21E (Theta)","B.1.1.28"
"EPI_ISL_1469097","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1469107","20H (Beta, V2)","B.1.351"
"EPI_ISL_1469091","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1621317","20D","C.36.3"
"EPI_ISL_1621318","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1621304","21B (Kappa)","B.1.617.1"
"EPI_ISL_1904858","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1904851","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1967901","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1967902","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1967899","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1967893","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2103202","21A (Delta)","B.1.617.2"
"EPI_ISL_2103201","21A (Delta)","B.1.617.2"
"EPI_ISL_2103200","19B","A.2.5"
"EPI_ISL_417211","19A","B.55"
"EPI_ISL_2020241","20A","B.1.551"
"EPI_ISL_2188484","21D (Eta)","B.1.525"
"EPI_ISL_2188485","21D (Eta)","B.1.525"
"EPI_ISL_2188486","21D (Eta)","B.1.525"
"EPI_ISL_2188487","21D (Eta)","B.1.525"
"EPI_ISL_2188488","21D (Eta)","B.1.525"
"EPI_ISL_2188489","21D (Eta)","B.1.525"
"EPI_ISL_985091","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_985083","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_729995","19B","A"
"EPI_ISL_730009","20A","B.1.462"
"EPI_ISL_1970560","21D (Eta)","B.1.525"
"EPI_ISL_1970548","20B","B.1.1.318"
"EPI_ISL_2240755","21D (Eta)","B.1.525"
"EPI_ISL_2240757","21D (Eta)","B.1.525"
"EPI_ISL_2240777","21D (Eta)","B.1.525"
"EPI_ISL_2285326","21D (Eta)","B.1.525"
"EPI_ISL_1235651","21D (Eta)","B.1.525"
"EPI_ISL_1235656","21D (Eta)","B.1.525"
"EPI_ISL_1235657","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1235659","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1235662","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1235663","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_527877","19B","A"
"EPI_ISL_527881","20A","B.1"
"EPI_ISL_730026","20B","L.3"
"EPI_ISL_872601","20B","L.3"
"EPI_ISL_872604","20B","L.3"
"EPI_ISL_872613","20B","L.3"
"EPI_ISL_730029","20C","B.1"
"EPI_ISL_825437","20B","L.3"
"EPI_ISL_1073639","21D (Eta)","B.1.525"
"EPI_ISL_1915793","21D (Eta)","B.1.525"
"EPI_ISL_729979","20C","B.1.336"
"EPI_ISL_455427","19B","A"
"EPI_ISL_1191759","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1191765","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1669954","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_942967","20B","B.1.1.70"
"EPI_ISL_944107","20B","B.1.1.70"
"EPI_ISL_1138424","20A","B.1.258.17"
"EPI_ISL_1020143","20B","B.1.1"
"EPI_ISL_1138748","20B","B.1.1.428"
"EPI_ISL_1144121","20A","B.1.258.17"
"EPI_ISL_2000680","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1970994","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1970998","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1972220","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1191753","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1201436","20B","B.1.1.70"
"EPI_ISL_414949","20A","B.1"
"EPI_ISL_1169516","20A","B.1.243"
"EPI_ISL_1516191","20G","B.1.2"
"EPI_ISL_2142754","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2357857","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_417489","19A","B"
"EPI_ISL_420143","20C","B.1"
"EPI_ISL_1317863","20E (EU1)","B.1.177.60"
"EPI_ISL_493352","20B","B.1.1"
"EPI_ISL_1251987","20A","B.1.36.21"
"EPI_ISL_1251997","20A","B.1.258"
"EPI_ISL_590940","20A","B.1.36"
"EPI_ISL_591016","20A","B.1"
"EPI_ISL_590957","20A","B.1.160"
"EPI_ISL_1110526","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1490485","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1317998","20E (EU1)","B.1.177"
"EPI_ISL_1317378","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1186124","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1254617","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1490298","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1254604","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1820781","21D (Eta)","B.1.525"
"EPI_ISL_796677","20E (EU1)","B.1.177.69"
"EPI_ISL_1317732","20B","B.1.1.333"
"EPI_ISL_2358007","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_766569","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_491976","20B","B.1.1.27"
"EPI_ISL_1819075","20B","B.1.1"
"EPI_ISL_1532282","20B","B.1.1"
"EPI_ISL_1532290","20B","B.1.1.27"
"EPI_ISL_518844","20B","B.1.1.27"
"EPI_ISL_779255","20A","B.1"
"EPI_ISL_779281","20A","B.1.471"
"EPI_ISL_2151345","20A","B.1.36.31"
"EPI_ISL_451958","19A","B"
"EPI_ISL_632908","19A","B.6"
"EPI_ISL_708839","20A","B.1.36"
"EPI_ISL_1710509","20A","B.1.523"
"EPI_ISL_1711669","20A","B.1.36.31"
"EPI_ISL_1711673","20A","B.1"
"EPI_ISL_1385789","20A","B.1.562"
"EPI_ISL_1732172","20A","B.1.36"
"EPI_ISL_1732274","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2313084","20H (Beta, V2)","B.1.351"
"EPI_ISL_2313112","20H (Beta, V2)","B.1.351"
"EPI_ISL_2314185","20H (Beta, V2)","B.1.351"
"EPI_ISL_2314809","20B","B.1.1.448"
"EPI_ISL_2313081","20H (Beta, V2)","B.1.351.3"
"EPI_ISL_2313082","20B","B.1.1.448"
"EPI_ISL_2100452","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2100457","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2100478","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2136360","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2100488","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2100497","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_596500","20B","B.1.1.50"
"EPI_ISL_596534","20B","B.1.1.50"
"EPI_ISL_1273102","20B","B.1.1.50"
"EPI_ISL_1502568","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1502572","20B","B.1.1.50"
"EPI_ISL_1502581","20B","B.1.1.50"
"EPI_ISL_1502582","20B","B.1.1.50"
"EPI_ISL_2107515","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2107519","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2107524","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2107510","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2107512","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_496607","19B","A.2"
"EPI_ISL_496676","20A","B.1"
"EPI_ISL_496748","20A","B.1"
"EPI_ISL_496892","19B","A.3"
"EPI_ISL_496901","19B","A.2.4"
"EPI_ISL_1502829","20A","B.1"
"EPI_ISL_1502818","19B","A.2.4"
"EPI_ISL_1502837","19B","A.2.4"
"EPI_ISL_1225358","19B","A.2.4"
"EPI_ISL_1225454","19B","A.2.4"
"EPI_ISL_1225504","20A","B.1"
"EPI_ISL_1225509","20A","B.1"
"EPI_ISL_1225551","20A","B.1"
"EPI_ISL_1225577","20A","B.1.111"
"EPI_ISL_1502969","19B","A.2.5"
"EPI_ISL_1502983","19B","A.2.5"
"EPI_ISL_1503034","19B","A.2.5"
"EPI_ISL_1503020","19B","A.2.5"
"EPI_ISL_1503021","19B","A.2.5"
"EPI_ISL_1503022","19B","A.2.5"
"EPI_ISL_1503032","19B","A.2.5"
"EPI_ISL_1503035","19B","A.2.5"
"EPI_ISL_1503079","19B","A.2.5"
"EPI_ISL_1503104","19B","A.2.5"
"EPI_ISL_1503109","19B","A.2.5"
"EPI_ISL_1503110","19B","A.2.5.2"
"EPI_ISL_1503114","19B","A.2.5"
"EPI_ISL_1503119","19B","A.2.5.2"
"EPI_ISL_1502879","19B","A.2.5"
"EPI_ISL_1307681","20A","AU.3"
"EPI_ISL_1322329","19A","B.6.8"
"EPI_ISL_693483","19A","B.6.8"
"EPI_ISL_1322330","19A","B.6.8"
"EPI_ISL_693472","19A","B.6.8"
"EPI_ISL_693474","19A","B.6.8"
"EPI_ISL_1307670","19A","B.6.8"
"EPI_ISL_1322324","19A","B.6.8"
"EPI_ISL_693475","19A","B.6.8"
"EPI_ISL_1322326","19A","B.6.8"
"EPI_ISL_1424519","19A","B.6.8"
"EPI_ISL_1424520","20A","AU.1"
"EPI_ISL_1424522","20A","AU.1"
"EPI_ISL_1424523","20A","AU.1"
"EPI_ISL_1424527","20A","AU.1"
"EPI_ISL_1424568","20A","AU.1"
"EPI_ISL_1424581","20A","AU.1"
"EPI_ISL_1424606","20A","AU.1"
"EPI_ISL_1424621","20A","AU.1"
"EPI_ISL_1424625","19A","B.6.8"
"EPI_ISL_1424627","20A","AU.1"
"EPI_ISL_1424632","20A","AU.1"
"EPI_ISL_1424633","20A","AU.1"
"EPI_ISL_1424680","20A","AU.1"
"EPI_ISL_1424839","20A","AU.1"
"EPI_ISL_1424844","20A","AU.1"
"EPI_ISL_2283748","20A","AU.3"
"EPI_ISL_2283749","20A","AU.3"
"EPI_ISL_2283750","20A","B.1.466.2"
"EPI_ISL_2283751","20A","AU.3"
"EPI_ISL_2283752","20A","AU.3"
"EPI_ISL_2283753","20A","AU.3"
"EPI_ISL_2283754","20A","AU.1"
"EPI_ISL_2283755","20A","B.1"
"EPI_ISL_2283756","20A","AU.3"
"EPI_ISL_2283757","20A","AU.3"
"EPI_ISL_2283758","20A","AU.3"
"EPI_ISL_2283759","20A","B.1.466.2"
"EPI_ISL_2283761","20A","AU.3"
"EPI_ISL_2283762","20A","AU.3"
"EPI_ISL_2283763","20A","AU.3"
"EPI_ISL_2283729","20A","AU.3"
"EPI_ISL_2283764","20A","AU.3"
"EPI_ISL_1340762","20A","B.1"
"EPI_ISL_1340763","20A","B.1"
"EPI_ISL_1340761","20B","B.1.1.28"
"EPI_ISL_1340759","20A","B.1"
"EPI_ISL_1340756","20B","B.1.1.28"
"EPI_ISL_1340755","20C","B.1.499"
"EPI_ISL_1492648","20B","B.1.1.33"
"EPI_ISL_1492651","20B","P.2"
"EPI_ISL_1492638","20A","B.1.421"
"EPI_ISL_1492669","20B","B.1.1.28"
"EPI_ISL_1492674","20B","P.2"
"EPI_ISL_1492680","20B","P.2"
"EPI_ISL_1492681","20J (Gamma, V3)","P.1"
"EPI_ISL_1492642","20A","B.1.91"
"EPI_ISL_2234907","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2234875","20J (Gamma, V3)","P.1"
"EPI_ISL_2234873","20J (Gamma, V3)","P.1"
"EPI_ISL_2234874","20J (Gamma, V3)","P.1.2"
"EPI_ISL_2234904","20J (Gamma, V3)","P.1"
"EPI_ISL_2234878","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2234905","20J (Gamma, V3)","P.1"
"EPI_ISL_2234879","20B","P.2"
"EPI_ISL_2234876","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2234884","20B","B.1.1.28"
"EPI_ISL_2234882","20C","B.1.499"
