Gene Symbol	Gene Product Name	NCBI Gene ID	Locus Name	UniProtKB Accession	GenBank Accession	GenBank Protein Accession	Subtype/Genotype (ViPR)	Strain Name	Collection Date	Host	Country	CDS Length	Virus Type	Virus Species	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9QZN0	MK271836	AZU90670.1	-N/A-	BBK-9	02/10/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A0X9QZM7	KU365780	AMA12087.1	Asian	BeH815744	2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140DLX5	KU729218	AMK49165.1	Asian	BeH818305	2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A0X9QZM7	KU365777	AMA12084.1	Asian	BeH818995	2015	Human	Brazil	10272	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN755622	QGW51948.1	Asian	BeH819015	2015	Human	Brazil	2382	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A109PRQ3	KU365778	AMA12085.1	Asian	BeH819015	2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A109PRQ3	KU365779	AMA12086.1	Asian	BeH819966	2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140DLX4	KU729217	AMK49164.2	Asian	BeH823339	2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3Q8FMD5	MH249062	AWK27065.1	-N/A-	BH_0116_URINA	2016	Human	Brazil	317	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3S7L4T0	MH249066	AWK27069.1	-N/A-	BH_0216_SALIVA	2016	Human	Brazil	171	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3S7L4M4	MH249063	AWK27066.1	-N/A-	BH_0216_SORO	2016	Human	Brazil	317	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3Q8G1K9	MH249064	AWK27067.1	-N/A-	BH_0216_URINA	2016	Human	Brazil	317	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3S7L4N7	MH249067	AWK27070.1	-N/A-	BH_0516_SALIVA	2016	Human	Brazil	355	Zika virus	Zika virus	
-N/A-	Envelope protein	-N/A-	-N/A-	A0A3Q8FMG1	MH249065	AWK27068.1	-N/A-	BH_0516_URINA	2016	Human	Brazil	317	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DSC7	MG808129	AVG19225.1	-N/A-	BJA11	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F414	MG808130	AVG19226.1	-N/A-	BJA20	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F423	MG808131	AVG19227.1	-N/A-	BJA24	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DXY1	MG808132	AVG19228.1	-N/A-	BJA30	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DUR8	MG808133	AVG19229.1	-N/A-	BJB30	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E6D7	MG808134	AVG19230.1	-N/A-	BJD1	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E1H6	MG808135	AVG19231.1	-N/A-	BJD8	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E823	MG808126	AVG19222.1	-N/A-	BJH10a	02/2017	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F405	MG808127	AVG19223.1	-N/A-	BJH10c	02/2017	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3S9	MG808136	AVG19232.1	-N/A-	BJH24	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F478	MG808137	AVG19233.1	-N/A-	BJH25	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3X6	MG808128	AVG19224.1	-N/A-	BJI11	04/2017	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8C1	MK271851	AZU90685.1	-N/A-	BK-73	05/30/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2UW81	MK237997	AZS35400.1	Asian	BKK 2017Z-16	2017	Human	Thailand	1440	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2V5Q2	MK237998	AZS35401.1	Asian	BKK 2017Z-19	2017	Human	Thailand	1440	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2V1G1	MK237993	AZS35396.1	Asian	BKK 2017Z-2	2017	Human	Thailand	1447	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2UY01	MK237999	AZS35402.1	Asian	BKK 2017Z-24	2017	Human	Thailand	1439	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2UV22	MK237994	AZS35397.1	Asian	BKK 2017Z-5	2017	Human	Thailand	1439	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2V419	MK237995	AZS35398.1	Asian	BKK 2017Z-6	2017	Human	Thailand	1430	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A4P2UUC3	MK237996	AZS35399.1	Asian	BKK 2017Z-9	2017	Human	Thailand	1440	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2CGH4	KY007221	AOX24135.1	Asian	BKK01	08/30/2016	Human	Thailand	2088	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1LBJ1	MG548660	AUF35021.1	Asian	BKK03	11/30/2016	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1LBJ2	MG548661	AUF35022.1	Asian	BKK04	11/30/2016	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1PY68	MH013290	AVV62004.1	Asian	BKK07	10/01/2017	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1S6LXE0	KY631492	AQU12485.1	Asian	BR/AM/16800005	01/08/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A411DW18	MH938334	QBA29677.1	Asian	BR/Sinop/H326/2015	12/07/2015	Human	Brazil	510	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A345BI16	MH513598	AXF50014.1	Asian	BR/Sinop/H355/2015	12/09/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A345BI18	MH513600	AXF50016.1	Asian	BR/Sinop/H366 2P/2015	12/11/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A173G2Z7	MH513599	AXF50015.1	Asian	BR/Sinop/H366/2015	12/11/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1NI57	MG770183	AVC63612.1	Asian	BR/ZIKV/NHP_17_05/2017	01/26/2017	Monkey	Brazil	10131	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1NI49	MG770184	AVC63613.1	Asian	BR/ZIKV/NHP_17_17/2017	03/03/2017	Monkey	Brazil	10269	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1NI55	MG770185	AVC63614.1	Asian	BR/ZIKV/NHP_17_18/2017	03/03/2017	Monkey	Brazil	9956	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1NI52	MG770186	AVC63615.1	Asian	BR/ZIKV/NHP_17_19/2017	03/03/2017	Monkey	Brazil	10210	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2K8F0S3	KY441403	APY24200.1	Asian	BR_SJRP1840	01/11/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2K8F0N3	KY441401	APY24198.1	Asian	BR_SJRP21	02/29/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2K8F0P3	KY441402	APY24199.1	Asian	BR_SJRP61	04/05/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140CFV0	KU497555	AMD16557.1	Asian	Brazil-ZKV2015	11/30/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A142K469	KU991811	AMS00611.1	Asian	Brazil/2016/INMI1	03/06/2016	Human	Italy	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1C9II80	KX811222	AOP04276.1	Asian	Brazil_2015_MG	06/14/2016	Unknown	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1B0WNH2	KX162585	ANC28273.1	Asian	bruspCE08_15	06/06/2015	Monkey	Brazil	289	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2DZL6	KY307811	APR73246.1	-N/A-	bruspCE114_16	02/2016	Monkey	Brazil	329	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1B0WMJ9	KX162586	ANC28274.1	-N/A-	bruspCE63_15	11/24/2015	Monkey	Brazil	93	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A172WYQ4	KX212103	ANF29038.1	Asian	BRZIKV_AB_ES	09/01/2015	Human	Brazil	2809	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	W8NVK9	KF270887	AHL16750.1	-N/A-	CCB-870	2007	Human	Gabon	772	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY91	MG982560	AVV61952.1	Asian	CHI2487714	04/16/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY02	MG982567	AVV61959.1	-N/A-	CHI2487714	04/16/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY15	MG982563	AVV61955.1	Asian	CHI2758514	05/02/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PYA3	MG982570	AVV61962.1	-N/A-	CHI2758514	05/02/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY64	MG982573	AVV61965.1	-N/A-	CHI2759214	04/29/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PXZ7	MG982566	AVV61958.1	Asian	CHI2759214	04/29/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PXZ8	MG982564	AVV61956.1	Asian	CHI2908714	05/10/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY89	MG982571	AVV61963.1	-N/A-	CHI2908714	05/10/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY77	MG982561	AVV61953.1	Asian	CHI2909014	05/07/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY83	MG982568	AVV61960.1	-N/A-	CHI2909014	05/07/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY82	MG982569	AVV61961.1	-N/A-	CHI3096414	05/15/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY06	MG982562	AVV61954.1	Asian	CHI3096414	05/15/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY63	MG982572	AVV61964.1	-N/A-	CHI3096714	05/14/2014	Human	Chile	477	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G1PY00	MG982565	AVV61957.1	Asian	CHI3096714	05/14/2014	Human	Chile	1552	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R1X3	MK271865	AZU90699.1	-N/A-	CHN-214	08/20/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R275	MK271866	AZU90700.1	-N/A-	CHN-230	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9QZP6	MK271867	AZU90701.1	-N/A-	CHN-231	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8G2	MK271868	AZU90702.1	-N/A-	CHN-232	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8D6	MK271869	AZU90703.1	-N/A-	CHN-233	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R0E3	MK271870	AZU90704.1	-N/A-	CHN-234	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R0Y8	MK271871	AZU90705.1	-N/A-	CHN-235	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8D0	MK271872	AZU90706.1	-N/A-	CHN-236	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8C8	MK271873	AZU90707.1	-N/A-	CHN-238	09/02/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R3G7	MK271874	AZU90708.1	-N/A-	CHN-453	09/20/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0R6JEU0	KP099609	AKD44139.1	Asian	CK14-080414-3063	03/11/2014	Human	Cook Islands	281	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0R6JHN8	KP099610	AKD44140.1	Asian	CK14-220414sal	04/08/2014	Human	Cook Islands	281	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I893	MK271852	AZU90686.1	-N/A-	CM-86	06/19/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G4YKY6	MK049245	AYV62650.1	Asian	COL/FH02/2016	02/29/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G4YKZ6	MK049246	AYV62651.1	Asian	COL/FH03/2016	03/09/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G4YL04	MK049248	AYV62653.1	Asian	COL/FH05/2016	07/27/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G4YL23	MK049252	AYV62657.1	Asian	COL/FH07/2016	05/16/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G4YL21	MK049249	AYV62654.1	Asian	COL/FH09/2016	11/02/2016	Human	Colombia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G4YL08	MK049250	AYV62655.1	Asian	COL/FH16/2016	06/22/2016	Human	Colombia	10020	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A3G4YKZ5	MK049251	AYV62656.1	Asian	COL/FH19/2016	08/30/2016	Human	Colombia	10020	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A127AM58	MH179341	AWI62664.1	Asian	COL345Si	12/10/2015	Mosquito	Colombia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JVB9	MG967274	AVV61893.1	Asian	Cook2014-030314-142648	03/03/2014	Human	Cook Islands	1512	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A493QP40	MG967275	AVV61894.1	Asian	Cook2014-060314-142758	03/03/2014	Human	Cook Islands	1512	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JVT6	MG967272	AVV61891.1	Asian	Cook2014-280214-2507	02/28/2014	Human	Cook Islands	1512	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JRV2	MG967273	AVV61892.1	Asian	Cook2014-280214-2555	02/28/2014	Human	Cook Islands	1512	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1U9H358	KY064008	APB91655.1	Asian	CTG#0108104	09/01/2014	Human	Bangladesh	630	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNV2	MH675625	AXQ40002.1	Asian	CTS-178-16p	08/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNX8	MH675626	AXQ40003.1	Asian	CTS-183-16p	08/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNW3	MH675627	AXQ40004.1	Asian	CTS-193-16p	08/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNW4	MH675628	AXQ40005.1	Asian	CTS-223-16p	08/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNV4	MH675619	AXQ39996.1	Asian	CTS-30-16p	05/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNV5	MH675620	AXQ39997.1	Asian	CTS-36-16p	05/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1V0E2H6	MH675621	AXQ39998.1	Asian	CTS-47-16p	05/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BQJ0	MH675622	AXQ39999.1	Asian	CTS-50-16p	06/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNV3	MH675623	AXQ40000.1	Asian	CTS-56-16p	06/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1V0E2H6	MH675624	AXQ40001.1	Asian	CTS-61-16p	06/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2I6B707	MG645981	AUI42289.1	Asian	CVD_06-274	10/28/2006	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1D8X863	KX986761	AOX49479.2	Asian	CX17	02/2016	Mosquito	Brazil	10005	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1D8X867	KX986760	AOX49478.2	Asian	CX5	02/2016	Mosquito	Brazil	10014	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1C9U3H6	KX867786	AOR39541.1	Asian	D304	05/30/2016	Human	Russia	1308	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN755616	QGW51942.1	West_African	DAK_AR_41524	11/17/1984	Human	Senegal	2382	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A142I5B7	MG758785	AUY62552.1	West_African	Dakar	-N/A-	Unknown	-N/A-	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S0ER95	MG758786	AUY62553.1	West_African	Dakar	-N/A-	Unknown	-N/A-	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBP0	MH718923	AXO65317.1	-N/A-	Den1	12/19/2012	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN5	MH718918	AXO65312.1	-N/A-	Den15	01/03/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN4	MH718917	AXO65311.1	-N/A-	Den16-1	01/23/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBM8	MH718911	AXO65305.1	-N/A-	Den201	05/25/2015	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBM9	MH718912	AXO65306.1	-N/A-	Den206	06/18/2015	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN1	MH718914	AXO65308.1	-N/A-	Den3	12/29/2012	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN8	MH718921	AXO65315.1	-N/A-	Den4	01/10/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN2	MH718915	AXO65309.1	-N/A-	Den4-2	01/10/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN0	MH718913	AXO65307.1	-N/A-	Den5	01/10/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN7	MH718920	AXO65314.1	-N/A-	Den6	01/10/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN3	MH718916	AXO65310.1	-N/A-	Den6-2	01/10/2013	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN6	MH718919	AXO65313.1	-N/A-	Den8	01/07/2012	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A346HBN9	MH718922	AXO65316.1	-N/A-	Den8-2	01/07/2012	Human	Russia	209	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2R4SEJ5	MH119185	AVZ47169.1	Asian	DMSc05684-16	12/01/2016	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140GMI3	KU853012	AMN14619.1	Asian	Dominican Republic/2016/PD1	02/01/2016	Human	Italy	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384KAI9	KU853013	AMN14620.1	Asian	Dominican Republic/2016/PD2	02/01/2016	Human	Italy	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A286MUE5	MF664436	ASW34087.1	Asian	Dominican Republic/2016/ZB	08/25/2016	Human	Russia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A144RES3	KU978616	AMU04544.1	Asian	Dominican_Rep-Rus-2-2016	03/22/2016	Human	Russia	489	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A172W619	KX247638	ANF04751.1	Asian	Dominican_Rep-Rus-3-2016	05/09/2016	Human	Russia	489	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXU2	MF098764	ART29821.1	Asian	Dominican_Rep-Rus-3ALT-2016	05/11/2016	Human	Russia	10010	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXV0	MF098765	ART29822.1	Asian	Dominican_Rep-Rus-4MRG-2016	05/23/2016	Human	Russia	10010	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXS1	MF098766	ART29823.1	Asian	Dominican_Rep-Rus-5RMN-2016	05/31/2016	Human	Russia	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXT1	MF098768	ART29825.1	Asian	Dominican_Rep-Rus-7EGR-2016	08/25/2016	Human	Russia	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXT1	MF098769	ART29826.1	Asian	Dominican_Rep-Rus-8ZBR-2016	08/25/2016	Human	Russia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A288R627	KY005879	AOX49480.1	Asian	ECU14488	08/24/2016	Mosquito	Ecuador	302	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1S6R2D0	KY631494	AQW43708.1	Asian	ENCB165P4	10/15/2015	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1V0E2V8	KY765307	ARB08116.1	Asian	ENRARO051964170	03/10/2016	Human	Spain	616	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XCQ8	MK028555	AYP10094.1	-N/A-	F1F11Ae-Natural	08/03/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XD40	MK028554	AYP10093.1	-N/A-	F1F13Ae-Lab	01/18/2018	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XC98	MK028538	AYP10077.1	-N/A-	F1F19Cx	12/28/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XEZ3	MK028539	AYP10078.1	-N/A-	F1F24Cx	12/28/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XBV2	MK028556	AYP10095.1	-N/A-	F1F40Ae-Natural	08/03/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XBX6	MK028553	AYP10092.1	-N/A-	F1F5Ae-Lab	01/18/2018	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XFU3	MK028557	AYP10096.1	-N/A-	F1M10Ae-Natural	08/03/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3G2XD51	MK028540	AYP10079.1	-N/A-	F1M3Cx	12/28/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
