rep,trimmed
CY148356,"CY148356, CY148476, CY148652, CY148684, CY148812, CY148820, CY149164, CY167935, CY167991, CY168551, CY168575, CY168591, CY168647, CY168687, CY168751, CY168815, CY168855, CY168911, CY168919, CY168991, CY169031, CY169039, CY169079, CY169103, CY169111, CY169119, CY169151, CY170183, CY170207, KF790054, KF952359, CY171063, CY171095, CY171103, CY171143, CY171151, CY171191, CY171207, CY171215, CY171247, CY171255, CY171263, CY171271, CY171287, CY171295, CY171359, CY171367, CY171375, CY171383, CY171423, CY171431, CY171439, CY171455, CY171471, CY171487, CY171495, CY171503, CY171511, CY171559, KF790104, CY134642, KJ741954, KJ741956, KJ741957, KJ741967, KJ741972, KM654788, KM654813, KM654814, KM654815, KF952360, CY134637, CY134648, CY141189, CY141203, CY182745, CY182849, CY182905, KF789812, KF928614, KF928640, KF789579, KF790213, KF790500, KF789885, MK818046, MK817774, MK818054, MK970112, KF790190, KF789787, KF789673, KJ741959, KF789689, KF789759, KF790323, CY134643, CY134644, CY134645, CY134646, CY134647, CY134651, CY134652, CY134654, MK730242, MK730250, MK730306, MK730330, MK730394, MK730426, MK730458, CY141251, KF790230, KF789769, CY134663, KF790368, KF789722, KC526204, KR611831, KR611829, CY170815, CY170943, KJ943101, KJ943720, KJ943626, KJ943751, KJ943672, KJ943767, KJ943565, CY134636, CY134655, KF789688, KF789775, KF789791, CY134656, CY141260, CY134836, KP335904, KF789732, CY251199, KF789826, CY264641, KF789605, KY116975, KF790160, KF790439, KT734914, KR611246, KR611283, KR611285, KR611288, KF790446"
CY148404,"CY148404, CY148428, CY148540"
CY148436,"CY148436, CY148460, CY148604, CY168583, KY116967, CY264633"
CY125791,"CY125791, KF790187"
CY168599,"CY168599, CY168943"
CY168671,"CY168671, CY168887, CY134686, MK730282, MK730482, MK730514"
CY168863,"CY168863, CY169183, KF199854"
CY168983,"CY168983, CY169071"
CY169007,"CY169007, CY169095"
CY169143,"CY169143, CY134649, KF789604, KF789707, KF789782, CY141221, CY141222, CY141223, CY141225, CY141226, KF790488, KF790479, CY141255, KF790495, KF789706, KF789670, KF789804, KF789819"
CY250857,"CY250857, KT889233, KT889234, KT889235, KC488837, KC488823"
CY251159,"CY251159, KF789606, CY251135, CY251311, CY250969, CY251081"
KF598732,"KF598732, KC892329"
KF598733,"KF598733, MH393233, KC892174, KC892544, LC091003, LC090997, LC090991, LC090996, KC892227, LC091001, LC090994, LC090995, LC090992, KT889130, KT889155, KC892492, KC892480, KC892276, MK729794, MK730178, KC892149, KC135502, KF551076, KF551077, KF551078, KC892570, CY251359, CY251239, CY251287, CY161160, CY161264, CY161864, CY162328, CY163272, KF598743, KF612194, KF003439, MN454516, MN449436, MN473265, KM069559, KM069567, CY251327, CY251367, CY250953, CY251001, CY250937, KP335892, KT888639, KC135512, CY251399, CY251263, CY250889, CY251033, KC893001, KC892665, KC892291"
KC892796,"KC892796, KC893075, KC892829, CY182921, CY135084"
KC892971,"KC892971, KM654792, MK730290, MK730354, MK730418, CY251343"
KC892490,"KC892490, KU299847, CY182777, CY251247, KF789714"
KF790448,"KF790448, KF790060, CY134764"
CY250985,"CY250985, KC488809, KT888636, KT888634, LC091036, KC892156, CY250945, CY251303, KP335889, JX978454, KC892780"
LC091004,"LC091004, LC091007"
CY171127,"CY171127, CY171463, MK641734, CY182833"
CY171335,"CY171335, MK970016, MK817802, MK970024, KC892541"
MK641731,"MK641731, KC893120, KF789667, KF790229, KM069573"
KC892465,"KC892465, KC892561, KC892773, KC892468, KC892159, KC892710, KC892801, KC892297, KC892975, KC892909, KT889156, KC893087, KC892609, KT889157, KT889158, KC892326, KC892594"
KC892225,"KC892225, CY250961, KC892241"
KJ741973,"KJ741973, KJ741974"
JX913072,"JX913072, JX913074"
JX978770,"JX978770, JQ988033, KC892588"
KC892934,"KC892934, KC892508, KC892774, KC892511, KC892921, KC892739"
KC892860,"KC892860, KC892866, KT889131, KC892218, KT888635, KT889138, CY120889, KC892918, KC892901, MK730074, KM069560, KM069561"
CY141188,"CY141188, CY182705, KF790491"
LC091022,"LC091022, LC091023"
LC091002,"LC091002, LC090999, LC091011, LC091000"
LC091016,"LC091016, LC091017, LC091031, LC091034, LC091015, LC091025, LC091026, LC091024, LC091028"
LC091029,"LC091029, CY161208, CY162728"
KF789690,"KF789690, KF789665"
KJ942608,"KJ942608, KC892157"
KF790370,"KF790370, CY251073"
CY182729,"CY182729, CY182753, CY134732, CY134748, CY134940, CY134980, CY134772"
CY182761,"CY182761, CY182769, CY182897, KF790425, CY134796, CY134804, CY134908, CY134924, CY134948, CY135004, CY135020, CY135028, CY135164"
CY182913,"CY182913, CY134860, CY134868, CY134892, CY135100"
LC091020,"LC091020, LC091019"
KC892968,"KC892968, JX978740, KC135510, KT889149, KT889150, KT889140, KC892471, KC892555, KC892976, KT889135, KC135504, KC135500, KC135508, KC135506, KC135498, CY114538, CY114558, JX978743, KC488812, KC892952, KC892915, KC892495, KC892309"
KC892859,"KC892859, KF789725, KM069572, KM069578"
KC892186,"KC892186, KC892339"
KU933872,"KU933872, KU933871, KC892456"
KC488843,"KC488843, KC488826"
KC893034,"KC893034, KC892903, KC893134, KC893022"
KT889154,"KT889154, KM069566"
KF000059,"KF000059, KF000062"
KF000060,"KF000060, KF000061"
KF790185,"KF790185, KJ943093, KJ943240"
KC893107,"KC893107, KC892349, KC892806"
KC892236,"KC892236, KC892812, KC892871"
KF790524,"KF790524, KP335900, KP335902, KP335903, KP335897, KP335901, KJ577149, KJ848674"
KC892477,"KC892477, KC892626, MK730098, KF551072"
KC892838,"KC892838, KC892206, KC865633, KC865641, KC865643"
KC892874,"KC892874, KC892221, KC892224, KC892284, KC892906"
KC892317,"KC892317, KC892573, KC893169"
KF789870,"KF789870, KF790236"
KC892552,"KC892552, KC893057"
KC893180,"KC893180, MK730186"
KC892719,"KC892719, MK730210"
KC892896,"KC892896, MK730170"
MK730050,"MK730050, MK730058, MK730194"
CY189543,"CY189543, CY188633, CY189551, CY181585, CY181593, CY181617, CY181625, CY181633, CY181641, CY181649, CY182249, CY182257, CY182273, CY182281, CY182289, CY182313, CY181665, CY181673, CY181681, CY181697, CY181705, CY181713, CY181721, CY182073, CY182089, CY182145, CY182153, CY182169, CY182193, CY182201, CY182209, CY182217"
CY181601,"CY181601, CY181609, CY182265, CY182297, CY182305, CY182321, CY181657, CY182329, CY181689, CY182177, CY182185, CY182225, CY182233, CY182241"
CY182129,"CY182129, CY182161"
KC488807,"KC488807, CY110774, CY110775, CY110776"
KC893023,"KC893023, KJ942704"
KC526205,"KC526205, KC526206"
CY160424,"CY160424, CY163400"
CY160528,"CY160528, CY160576, CY160856, CY161512, CY161936, CY163120"
CY160688,"CY160688, CY161088"
CY160904,"CY160904, CY161040, CY161112, CY162152, CY163312"
CY160928,"CY160928, CY161136, CY161416, CY162736, CY163392, KF598738, KC865635"
CY161064,"CY161064, CY163064"
CY161600,"CY161600, CY162032, CY163168"
CY162120,"CY162120, CY162872"
KC893132,"KC893132, KC893054"
KR611834,"KR611834, KR611819, KR611849"
JX978734,"JX978734, CY114548"
KC488820,"KC488820, JX978761"
JX978767,"JX978767, CY251207"
KJ943248,"KJ943248, KJ942983, KJ943018, KJ942919, KJ943183, KJ943066, KJ942975, KJ942951, KJ943686, KJ943609, KJ943678, KJ943783, KJ943729, KJ943712, KJ943634, KJ943138, KJ943146, KJ942911, KJ943109, KJ943597, KJ943737, KJ943759, KJ943775, KJ943642, KJ943589, KJ943664, KJ943581, KJ943699"
KJ943618,"KJ943618, KJ943557, KJ943650"
KJ942991,"KJ942991, KJ942959, KJ943007, KJ943154"
KJ943573,"KJ943573, KJ943658"
KM069558,"KM069558, CY250825"
MN394465,"MN394465, CY251009"
CY251049,"CY251049, CY250977"
KC892248,"KC892248, KJ942616"
KP638014,"KP638014, KP638022"
CY251151,"CY251151, KC892388"
CY251215,"CY251215, CY251183"
KT889256,"KT889256, CY149276, CY186243, KY681553"
KF789571,"KF789571, KF886321, MG196337, CY148660, CY148676, CY148692, CY148724, CY148732, CY148804, CY148860, CY148892, CY148996, CY149004, CY149012, CY149020, CY149044, CY149060, CY149092, CY149148, CY149212, CY149260, CY149268, CY149292, CY149308, CY168047, CY168055, CY168063, CY168111, CY168143, CY168159, CY168223, CY168247, CY167796, CY168335, CY168391, CY168407, CY168455, CY169335, CY169383, CY169407, CY169455, CY169487, CY169495, CY169551, CY169559, CY169575, CY169583, CY169639, CY169751, CY169767, CY169823, CY169831, CY169839, CY169855, CY169871, CY169887, CY169895, CY169919, CY169927, CY169935, CY169959, CY170031, CY170039, CY170047, CY170055, CY170239, CY170295, CY170327, CY170343, CY170351, CY170359, CY170367, CY170399, CY251455, CY251615, CY251631, CY251639, CY251471, KT889258, KT889259, KF790153, KF790517, KF789546, KF789906, KF789739, KM064085, KF886324, KF886347, KF886297, CY171567, CY171575, CY171591, CY171639, CY171647, CY171671, CY171695, CY171703, MK641737, KF790066, CY141182, KF789619, KM064172, KM654795, KM654807, KF789701, KF952368, KF952381, KF952367, CY141184, KF790398, CY141193, CY141195, CY147291, CY163464, LC090955, KF789884, CY163424, CY147307, MF150434, KF952365, CY147308, CY147310, CY163428, KF805672, KF805704, AB796432, CY182993, CY183033, CY183041, CY183081, CY183089, CY183097, CY183113, CY183153, CY183161, CY183185, CY183201, CY183209, CY182675, CY183241, CY183249, CY183273, CY186035, CY186051, CY186075, CY186083, CY186091, CY186107, CY186115, CY186139, CY186163, CY186171, CY186179, CY186203, CY186211, CY186227, LC090959, KF790512, KF789646, KF789952, KF886312, KF886310, KF886306, KF886343, KF886303, KT889243, KT889244, KT889245, KT889246, KT889247, KF790041, KF789628, CY147294, CY147302, CY147311, CY163427, KT888462, KF790478, KF789633, MK969952, MK817926, MK817934, MK817942, MK970056, MK818022, MK818030, MK970064, MK818038, MK970296, MK818158, MK818166, MK969714, MK970304, MK818174, MK818182, MK970328, MK818190, MK970336, KF142477, KT889240, KT734896, KT734898, CY147290, KF789740, KF790357, KF789650, KM244535, KF789709, CY141214, KF790454, KF789550, KF790036, CY141219, KF790473, KF790457, KF790023, KF790135, KM064463, CY141231, CY189623, CY188641, CY188585, CY188681, CY187913, CY188577, CY188097, CY189703, CY188241, CY189695, CY188233, KF789613, KM064026, CY141250, KF789953, KF790464, CY147292, CY147293, CY147306, KC526208, KC526212, KC526213, KF886359, KF886356, KF886355, KF886353, KF886350, KF886364, KF886349, KF886357, KF789656, KY925800, KF790334, CY251551, KY925101, KR611835, KR611841, KR611850, KR611847, CY170455, CY170503, CY170519, CY170527, CY170575, CY170623, CY170639, CY170687, CY170703, CY170711, CY170783, CY170791, CY170799, CY170807, CY170831, CY170863, CY170887, CY170895, CY170919, CY170935, CY170959, CY167868, CY170983, CY170991, CY171023, KF142476, KF432083, KM069582, KU529244, KM069585, KM069586, KM069587, KM069588, KM069591, KM069592, KM069595, KM069600, CY251479, KF886337, KF790452, CY251519, KT889250, KT889251, KF789741, KT844403, KT844398, KT844399, KT844413, CY141263, CY141265, CY141267, CY163509, KP335918, KP335920, KP335921, KP335922, KP335925, KP335928, KP335905, KP335906, KP335907, KP335908, KP335909, KP335912, KP335914, KP335926, KP335929, KP335933, KP335941, KP335945, KP335936, KP335944, MH410500, MH410501, MH410511, KP638030, KP638038, KF790356, KF789640, CY251495, CY251503, CY141270, KT734921, KF790413, KT734954, KT734908, KT734915, KT734944, KT734937, KT734939, KT734955, KT734935, KR611250, KR611252, KR611257, KR611260, KR611264, KR611273, KR611274, KR611275, KR611277, KR611280, KR611293, KR611294, KR611296, KR611297, KR611298, KR611304, KR611305, KR611307, KR611310, KR611311"
CY141178,"CY141178, KF789947, KF790118, CY147301, MG196333, MG196334, MG196335, MG196336, MG196338, MG196339, MG196341, MG196342, CY148700, CY148708, CY148756, CY148764, CY148836, CY148900, CY148908, CY148916, CY148924, CY148940, CY148948, CY148964, CY148980, CY149028, CY149036, CY149068, CY149100, CY149108, CY149140, CY149180, CY149188, CY149196, CY149204, CY149220, CY149236, CY149244, CY149252, CY149284, CY149300, CY149316, CY168031, CY168087, CY168151, CY168175, CY168183, CY168303, CY168311, CY168343, CY168383, CY168399, CY169343, CY167804, CY169367, CY169375, CY169399, CY169463, CY169471, CY169511, CY169543, CY169599, CY169623, CY169647, CY169655, CY169671, CY169703, CY169711, CY169719, CY169727, CY169815, CY169943, CY170015, CY170247, CY170279, CY170303, CY170407, CY170423, KF789627, KF886335, MK641736, KF789541, KM654817, KM654796, KM654798, KM654829, KF952379, KF952380, CY141191, LC090976, LC090968, CY141202, CY147309, CY183001, CY183017, CY183073, CY183297, CY183313, CY186219, KF790351, CY141205, LC090967, MK969808, MK969816, MK969824, MK969832, MK969864, MK969872, MK817736, MK817728, MK817854, MK817862, MK817870, MK969880, MK817878, MK969888, MK817785, MK817886, MK969896, MK817894, MK969904, MK817902, MK969912, MK817910, MK969920, MK969960, MK817950, MK817958, MK969968, MK817966, MK817974, MK969976, MK969992, MK817810, CY141211, MK970152, MK818062, MK969730, MK970160, MK970168, MK818070, MK817754, MK818078, MK970176, MK970184, MK818086, MK970192, MK970200, MK818094, MK970208, MK818102, MK817709, MK818110, MK970216, MK817766, MK818118, MK970224, MK818126, MK970232, MK818134, MK970240, MK970248, MK969692, MK970312, MK970320, MK970344, MK970352, MK970360, MK818198, MK970368, MK818206, MK969700, MK970376, MK818214, KF789562, CY141177, KT889239, KF789539, KT734903, KT734894, KT734893, KF790065, KM244538, KF790307, KF886344, KF789957, KF789736, KF790414, KF790418, KF789841, CY163426, MK730530, MK730554, CY189751, CY189767, CY189599, CY189631, CY188297, CY188657, CY188081, CY187937, CY188089, CY188665, CY188649, CY188457, CY189615, CY188041, CY188113, CY188433, CY188377, CY188217, CY188305, CY187881, CY189687, CY187985, CY188369, CY188553, CY187961, CY188521, CY188025, CY188497, CY187969, CY188209, CY188321, CY187889, CY187929, CY187993, CY188329, CY188265, CY182337, CY182345, KF790201, KM064215, KM064325, KF886351, KF886352, KT889254, KF761503, KF761512, KF761513, KF789966, KR611851, CY170447, CY170559, CY170599, CY170631, CY170663, CY170743, CY170759, CY170775, CY170855, CY171015, CY171031, KU529245, KM069594, KM069596, KM069597, KU529247, KM069598, KU529248, KM069599, KU529249, KU529250, CY251511, KF886315, CY141257, KF034879, KT844401, KT844405, KT844423, KF790348, KF790129, CY141271, CY141274, KF790331, KF789544, CY141282, KT734925, KT734932, KT734926, KT734919, KT734929, KT734931, KF789958, KT734916, KT734945, KR611251, KR611253, KR611262, KR611278, KR611279, KR611292, KR611312"
KF790212,"KF790212, KF790407, CY168103, CY169415, CY169519, CY171607, CY171679, CY171711, CY171727, CY141192, CY141196, CY141197, CY186251, MK969768, MK969776, MK969784, CY170999, KF886309, CY141262, KR611308"
KM064187,"KM064187, KM064400, CY163510, KP144927, KP126930, KM064032, KU529246, KF789849, KM064393"
KM064201,"KM064201, KM063954, KF789965, KM064254, KM064198, KP335940, KM064404"
KM064402,"KM064402, CY251623"
KF790148,"KF790148, KF789975, KF790136, KF790144, KY925762, KY926322, CY148716, CY148772, CY148956, CY149124, CY149324, CY168023, CY168039, CY168079, CY168135, CY168199, CY168207, CY168215, CY168239, CY168255, CY168263, CY168279, CY167788, CY168287, CY168319, CY168351, CY168415, CY168431, CY168479, CY168487, CY168495, CY168511, CY168519, CY169359, CY169423, CY169447, CY169479, CY169503, CY169567, CY169615, CY169631, CY169687, CY169735, CY169743, CY169783, CY169791, CY169799, CY167828, CY169879, CY169903, CY169911, CY169951, CY169967, CY169983, CY169991, CY169999, CY170007, CY170023, CY170063, CY170215, CY170231, CY170271, CY170287, CY170335, CY170391, KF789840, CY147299, CY147305, KM064318, KY925720, CY171687, KM654799, KM654822, KM654800, KM654823, KM654801, KM654802, KM654825, KM654803, KM654826, KJ561754, KJ880910, KJ880902, KF790403, KF952378, KF952383, MH128085, KF789560, KF790032, KF790482, KF789968, CY187380, MF150437, MF150438, CY183281, CY183289, KY925945, LC090964, CY147300, CY147303, KF886301, LC090965, KM064364, MK969840, MK969848, MK817830, MK817838, MK969984, MK817982, MK970032, MK817998, MK818006, MK970040, CY141210, CY163511, MK970136, MK970144, MK970256, MK970264, MK969736, MK970272, MK817768, MK818142, MK970280, MK970288, MK818150, KF790310, KF790411, KM064207, KU322009, KF790389, KF790427, KM064395, KF790302, KF789888, KF789731, KF789949, KF790039, KF790362, KM064361, CY141234, MK730546, MK730562, MK730594, MK730602, KF789842, KF790037, KC526211, KC526214, KF886363, KF886362, KF886361, KF886354, KJ734742, KJ734741, KJ734745, KJ734744, KJ734747, KJ734743, KJ734748, KJ734740, KY926033, KF761499, KF761501, KF761506, KF761507, KF761508, KF761511, KF789954, KY925163, CY170463, CY170615, CY170655, CY171039, KJ943058, KJ943162, KJ943026, KJ943191, KJ942896, KJ943125, KJ942943, KJ942935, KJ943074, KJ943216, KM069584, KM069601, KT889252, KF789635, KP335913, KP335915, KC999477, CY251487, CY251575, KF789879, KM064394, KT734924, KF790010, KF789630"
MG196332,"MG196332, CY183169"
CY148748,"CY148748, MK730522"
CY148780,"CY148780, CY148988, CY149116"
CY148796,"CY148796, CY171599, CY171623, CY183121"
CY148852,"CY148852, CY170263, CY186195, MK730538, MK730570, MK730578, MK730586, KF761498, KF685747, CY170607, CY170751, CY170847"
CY148876,"CY148876, CY168367, CY169607, CY169695"
CY148932,"CY148932, KF789974, KF789978, KF789858, KF790483"
CY148972,"CY148972, CY187953"
CY149084,"CY149084, CY169535, CY167836, CY171583, KF790361, KF790532, KF789618, CY141213, CY141230, CY170479, CY170647, CY170767, CY170967, CY141280"
CY149228,"CY149228, CY168191, KF789623"
CY168127,"CY168127, CY168327"
CY168295,"CY168295, LC090954, LC090956, CY183177, KF886323, LC090950, LC090957, LC090958, CY170543, KP335910, KP638134, LC090986"
CY168359,"CY168359, KM654806"
CY169431,"CY169431, CY169439, CY169775, KJ667974"
CY169663,"CY169663, KM654824"
CY170311,"CY170311, CY188201"
CY170415,"CY170415, CY187905, CY188121, CY187873, CY188017, CY187921, CY188129, CY188177"
KF789535,"KF789535, MK817822"
KM064353,"KM064353, KM064390"
KM064037,"KM064037, KM064315"
KM064071,"KM064071, KM064176, KM064214, KM064017"
CY171631,"CY171631, CY182985, CY183305, CY141253, CY170471"
CY171655,"CY171655, CY171663, CY186027, KT889237, KT889238"
MK641738,"MK641738, MK641739, MH393236, MH393239, MF150436, MF150439, CY187381, KM064391, CY251583, KM064195, KM064018, KM064058, KJ567658, KJ567659"
MH393238,"MH393238, MH393237"
KM654816,"KM654816, KM654828, MK969792, MK969800, MK969856"
KM654804,"KM654804, CY163422"
KF952372,"KF952372, KF952373, KF952374"
KF952375,"KF952375, KF952376, KF952377"
KF952384,"KF952384, KF952386, KF952385"
KF952364,"KF952364, KF952366"
CY163429,"CY163429, CY183105"
KM064362,"KM064362, KM064062"
LC090985,"LC090985, KF952371, LC090960"
